REF_CLOSING_DESCRIPTION,Attraction,ENTITY_TYPE,DEB_TIME,FIN_TIME,UPDATE_TIME,WORK_DATE,Holidays,Weekends
,Dizzy Dropper,ATTR,2018-01-08 08:30:00.000,2018-01-08 18:13:00.000,2018-01-09 07:06:55.000,2018-01-08,0,0
Fermeture Réhab,Merry Go Round,ATTR,2018-01-08 23:59:00.000,2018-01-08 23:59:00.000,2018-01-09 07:06:57.000,2018-01-08,0,0
Fermeture Réhab,Superman Ride,ATTR,2018-01-08 23:59:00.000,2018-01-08 23:59:00.000,2018-01-09 07:06:57.000,2018-01-08,0,0
,PortAventura World,PARK,2018-01-08 08:30:00.000,2018-01-08 09:30:00.000,2018-01-09 07:07:08.000,2018-01-08,0,0
,Bumper Cars,ATTR,2018-01-08 08:30:00.000,2018-01-08 18:00:00.000,2018-01-09 07:06:55.000,2018-01-08,0,0
,Roller Coaster,ATTR,2018-01-08 10:00:00.000,2018-01-08 17:59:00.000,2018-01-09 07:06:37.000,2018-01-08,0,0
,Swing Ride,ATTR,2018-01-08 08:30:00.000,2018-01-08 18:24:00.000,2018-01-09 07:06:55.000,2018-01-08,0,0
Fermeture Réhab,Kiddie Coaster,ATTR,2018-01-08 23:59:00.000,2018-01-08 23:59:00.000,2018-01-09 07:06:55.000,2018-01-08,0,0
Fermeture Réhab,Rapids Ride,ATTR,2018-01-08 23:59:00.000,2018-01-08 23:59:00.000,2018-01-09 07:06:55.000,2018-01-08,0,0
,Water Ride,ATTR,2018-01-08 10:00:00.000,2018-01-08 18:05:00.000,2018-01-09 07:06:55.000,2018-01-08,0,0
,Giga Coaster,ATTR,2018-01-08 09:31:00.000,2018-01-08 18:10:00.000,2018-01-09 07:06:55.000,2018-01-08,0,0
,Oz Theatre,ATTR,2018-01-08 11:00:00.000,2018-01-08 17:00:00.000,2018-01-09 07:06:51.000,2018-01-08,0,0
,Spinning Coaster,ATTR,2018-01-08 09:32:00.000,2018-01-08 19:10:00.000,2018-01-09 07:06:41.000,2018-01-08,0,0
,Free Fall,ATTR,2018-01-08 10:00:00.000,2018-01-08 17:44:00.000,2018-01-09 07:06:59.000,2018-01-08,0,0
,Go-Karts,ATTR,2018-01-08 09:46:00.000,2018-01-08 19:09:00.000,2018-01-09 07:06:51.000,2018-01-08,0,0
,Giant Wheel,ATTR,2018-01-08 09:21:00.000,2018-01-08 19:10:00.000,2018-01-09 07:06:57.000,2018-01-08,0,0
,Spiral Slide,ATTR,2018-01-08 08:30:00.000,2018-01-08 18:29:00.000,2018-01-09 07:06:59.000,2018-01-08,0,0
,Circus Train,ATTR,2018-01-09 09:47:00.000,2018-01-09 17:14:00.000,2018-01-10 06:57:35.000,2018-01-09,0,0
,Drop Tower,ATTR,2018-01-09 08:30:00.000,2018-01-09 18:11:00.000,2018-01-10 06:57:34.000,2018-01-09,0,0
,Haunted House,ATTR,2018-01-09 10:00:00.000,2018-01-09 17:53:00.000,2018-01-10 06:57:34.000,2018-01-09,0,0
Fermeture Réhab,Rapids Ride,ATTR,2018-01-09 23:59:00.000,2018-01-09 23:59:00.000,2018-01-10 06:57:35.000,2018-01-09,0,0
,Oz Theatre,ATTR,2018-01-09 11:00:00.000,2018-01-09 17:05:00.000,2018-01-10 06:57:31.000,2018-01-09,0,0
,PortAventura World,PARK,2018-01-09 10:00:00.000,2018-01-09 19:00:00.000,2018-01-10 06:57:48.000,2018-01-09,0,0
,Zipline,ATTR,2018-01-09 09:38:00.000,2018-01-09 19:05:00.000,2018-01-10 06:57:31.000,2018-01-09,0,0
,Bumper Cars,ATTR,2018-01-09 08:30:00.000,2018-01-09 18:07:00.000,2018-01-10 06:57:35.000,2018-01-09,0,0
,Go-Karts,ATTR,2018-01-09 09:56:00.000,2018-01-09 19:10:00.000,2018-01-10 06:57:31.000,2018-01-09,0,0
,Water Ride,ATTR,2018-01-09 10:00:00.000,2018-01-09 18:12:00.000,2018-01-10 06:57:34.000,2018-01-09,0,0
,Flying Coaster,ATTR,2018-01-09 09:30:00.000,2018-01-09 19:00:00.000,2018-01-10 06:57:29.000,2018-01-09,0,0
,Spiral Slide,ATTR,2018-01-09 08:30:00.000,2018-01-09 18:29:00.000,2018-01-10 06:57:38.000,2018-01-09,0,0
Fermeture Réhab,Kiddie Coaster,ATTR,2018-01-09 23:59:00.000,2018-01-09 23:59:00.000,2018-01-10 06:57:35.000,2018-01-09,0,0
,Free Fall,ATTR,2018-01-09 10:00:00.000,2018-01-09 17:44:00.000,2018-01-10 06:57:38.000,2018-01-09,0,0
,Swing Ride,ATTR,2018-01-09 08:30:00.000,2018-01-09 18:14:00.000,2018-01-10 06:57:34.000,2018-01-09,0,0
Fermeture Réhab,Merry Go Round,ATTR,2018-01-09 23:59:00.000,2018-01-09 23:59:00.000,2018-01-10 06:57:37.000,2018-01-09,0,0
,Giant Wheel,ATTR,2018-01-09 10:00:00.000,2018-01-09 19:00:00.000,2018-01-10 06:57:37.000,2018-01-09,0,0
,Inverted Coaster,ATTR,2018-01-09 10:00:00.000,2018-01-09 17:00:00.000,2018-01-10 06:57:37.000,2018-01-09,0,0
,Spinning Coaster,ATTR,2018-01-09 09:27:00.000,2018-01-09 19:10:00.000,2018-01-10 06:57:31.000,2018-01-09,0,0
,PortAventura World,PARK,2018-01-09 08:30:00.000,2018-01-09 09:30:00.000,2018-01-10 06:57:48.000,2018-01-09,0,0
,Crazy Dance,ATTR,2018-01-09 09:22:00.000,2018-01-09 19:15:00.000,2018-01-10 06:57:29.000,2018-01-09,0,0
,Roller Coaster,ATTR,2018-01-09 10:00:00.000,2018-01-09 17:55:00.000,2018-01-10 06:57:31.000,2018-01-09,0,0
,Bungee Jump,ATTR,2018-01-09 10:00:00.000,2018-01-09 19:03:00.000,2018-01-10 06:57:29.000,2018-01-09,0,0
,Dizzy Dropper,ATTR,2018-01-09 08:30:00.000,2018-01-09 18:07:00.000,2018-01-10 06:57:34.000,2018-01-09,0,0
,Giga Coaster,ATTR,2018-01-09 09:40:00.000,2018-01-09 18:14:00.000,2018-01-10 06:57:35.000,2018-01-09,0,0
,Himalaya Ride,ATTR,2018-01-09 09:47:00.000,2018-01-09 19:08:00.000,2018-01-10 06:57:31.000,2018-01-09,0,0
Fermeture Réhab,Superman Ride,ATTR,2018-01-09 23:59:00.000,2018-01-09 23:59:00.000,2018-01-10 06:57:37.000,2018-01-09,0,0
,Haunted House,ATTR,2018-01-10 09:51:00.000,2018-01-10 17:50:00.000,2018-01-11 06:57:23.000,2018-01-10,0,0
,PortAventura World,PARK,2018-01-10 10:00:00.000,2018-01-10 19:00:00.000,2018-01-11 06:57:35.000,2018-01-10,0,0
,Flying Coaster,ATTR,2018-01-10 10:00:00.000,2018-01-10 19:00:00.000,2018-01-11 06:57:20.000,2018-01-10,0,0
,Crazy Dance,ATTR,2018-01-10 09:27:00.000,2018-01-10 19:04:00.000,2018-01-11 06:57:20.000,2018-01-10,0,0
,Circus Train,ATTR,2018-01-10 09:23:00.000,2018-01-10 17:14:00.000,2018-01-11 06:57:26.000,2018-01-10,0,0
,Zipline,ATTR,2018-01-10 09:31:00.000,2018-01-10 19:12:00.000,2018-01-11 06:57:22.000,2018-01-10,0,0
,PortAventura World,PARK,2018-01-10 08:30:00.000,2018-01-10 09:30:00.000,2018-01-11 06:57:35.000,2018-01-10,0,0
,Free Fall,ATTR,2018-01-10 10:00:00.000,2018-01-10 17:44:00.000,2018-01-11 06:57:28.000,2018-01-10,0,0
,Swing Ride,ATTR,2018-01-10 08:30:00.000,2018-01-10 18:14:00.000,2018-01-11 06:57:23.000,2018-01-10,0,0
,Water Ride,ATTR,2018-01-10 09:49:00.000,2018-01-10 18:13:00.000,2018-01-11 06:57:23.000,2018-01-10,0,0
,Giant Wheel,ATTR,2018-01-10 10:00:00.000,2018-01-10 19:14:00.000,2018-01-11 06:57:27.000,2018-01-10,0,0
,Drop Tower,ATTR,2018-01-10 08:30:00.000,2018-01-10 18:09:00.000,2018-01-11 06:57:23.000,2018-01-10,0,0
,Roller Coaster,ATTR,2018-01-10 10:00:00.000,2018-01-10 17:45:00.000,2018-01-11 06:57:21.000,2018-01-10,0,0
,Bumper Cars,ATTR,2018-01-10 08:30:00.000,2018-01-10 18:06:00.000,2018-01-11 06:57:26.000,2018-01-10,0,0
,Inverted Coaster,ATTR,2018-01-10 10:00:00.000,2018-01-10 17:00:00.000,2018-01-11 06:57:27.000,2018-01-10,0,0
,Oz Theatre,ATTR,2018-01-10 11:00:00.000,2018-01-10 17:00:00.000,2018-01-11 06:57:21.000,2018-01-10,0,0
,Dizzy Dropper,ATTR,2018-01-10 08:30:00.000,2018-01-10 18:05:00.000,2018-01-11 06:57:23.000,2018-01-10,0,0
,Giga Coaster,ATTR,2018-01-10 09:42:00.000,2018-01-10 18:09:00.000,2018-01-11 06:57:26.000,2018-01-10,0,0
,Go-Karts,ATTR,2018-01-10 09:45:00.000,2018-01-10 19:10:00.000,2018-01-11 06:57:21.000,2018-01-10,0,0
Fermeture Réhab,Rapids Ride,ATTR,2018-01-10 23:59:00.000,2018-01-10 23:59:00.000,2018-01-11 06:57:26.000,2018-01-10,0,0
Fermeture Réhab,Kiddie Coaster,ATTR,2018-01-10 23:59:00.000,2018-01-10 23:59:00.000,2018-01-11 06:57:26.000,2018-01-10,0,0
,Bungee Jump,ATTR,2018-01-10 09:39:00.000,2018-01-10 19:03:00.000,2018-01-11 06:57:20.000,2018-01-10,0,0
,Spiral Slide,ATTR,2018-01-10 08:30:00.000,2018-01-10 18:25:00.000,2018-01-11 06:57:28.000,2018-01-10,0,0
Fermeture Réhab,Merry Go Round,ATTR,2018-01-10 23:59:00.000,2018-01-10 23:59:00.000,2018-01-11 06:57:27.000,2018-01-10,0,0
,Spinning Coaster,ATTR,2018-01-10 09:29:00.000,2018-01-10 19:08:00.000,2018-01-11 06:57:21.000,2018-01-10,0,0
,Himalaya Ride,ATTR,2018-01-10 10:00:00.000,2018-01-10 19:08:00.000,2018-01-11 06:57:22.000,2018-01-10,0,0
Fermeture Réhab,Superman Ride,ATTR,2018-01-10 23:59:00.000,2018-01-10 23:59:00.000,2018-01-11 06:57:27.000,2018-01-10,0,0
,Drop Tower,ATTR,2018-01-11 08:30:00.000,2018-01-11 18:13:00.000,2018-01-12 08:38:56.000,2018-01-11,0,0
,Roller Coaster,ATTR,2018-01-11 10:00:00.000,2018-01-11 18:00:00.000,2018-01-12 08:34:13.000,2018-01-11,0,0
,Oz Theatre,ATTR,2018-01-11 11:00:00.000,2018-01-11 17:00:00.000,2018-01-12 08:34:13.000,2018-01-11,0,0
,Water Ride,ATTR,2018-01-11 10:00:00.000,2018-01-11 18:11:00.000,2018-01-12 08:38:56.000,2018-01-11,0,0
,Dizzy Dropper,ATTR,2018-01-11 08:30:00.000,2018-01-11 18:00:00.000,2018-01-12 08:38:56.000,2018-01-11,0,0
,Bumper Cars,ATTR,2018-01-11 08:30:00.000,2018-01-11 18:07:00.000,2018-01-12 08:39:36.000,2018-01-11,0,0
,PortAventura World,PARK,2018-01-11 10:00:00.000,2018-01-11 19:00:00.000,2018-01-12 08:48:52.000,2018-01-11,0,0
,Giga Coaster,ATTR,2018-01-11 09:47:00.000,2018-01-11 18:00:00.000,2018-01-12 08:39:36.000,2018-01-11,0,0
,Haunted House,ATTR,2018-01-11 10:00:00.000,2018-01-11 17:53:00.000,2018-01-12 08:38:56.000,2018-01-11,0,0
,Zipline,ATTR,2018-01-11 09:18:00.000,2018-01-11 19:12:00.000,2018-01-12 08:38:53.000,2018-01-11,0,0
,Flying Coaster,ATTR,2018-01-11 09:46:00.000,2018-01-11 19:12:00.000,2018-01-12 08:33:14.000,2018-01-11,0,0
Fermeture Réhab,Merry Go Round,ATTR,2018-01-11 23:59:00.000,2018-01-11 23:59:00.000,2018-01-12 08:42:42.000,2018-01-11,0,0
Fermeture Réhab,Superman Ride,ATTR,2018-01-11 23:59:00.000,2018-01-11 23:59:00.000,2018-01-12 08:42:42.000,2018-01-11,0,0
Fermeture Réhab,Kiddie Coaster,ATTR,2018-01-11 23:59:00.000,2018-01-11 23:59:00.000,2018-01-12 08:39:36.000,2018-01-11,0,0
,Crazy Dance,ATTR,2018-01-11 09:29:00.000,2018-01-11 19:00:00.000,2018-01-12 08:33:14.000,2018-01-11,0,0
,Spinning Coaster,ATTR,2018-01-11 09:35:00.000,2018-01-11 19:00:00.000,2018-01-12 08:34:13.000,2018-01-11,0,0
,Circus Train,ATTR,2018-01-11 10:00:00.000,2018-01-11 17:12:00.000,2018-01-12 08:39:36.000,2018-01-11,0,0
,Himalaya Ride,ATTR,2018-01-11 09:31:00.000,2018-01-11 19:12:00.000,2018-01-12 08:38:52.000,2018-01-11,0,0
,Bungee Jump,ATTR,2018-01-11 09:39:00.000,2018-01-11 19:05:00.000,2018-01-12 08:33:14.000,2018-01-11,0,0
,Inverted Coaster,ATTR,2018-01-11 10:00:00.000,2018-01-11 17:00:00.000,2018-01-12 08:42:42.000,2018-01-11,0,0
,Free Fall,ATTR,2018-01-11 10:00:00.000,2018-01-11 18:10:00.000,2018-01-12 08:44:06.000,2018-01-11,0,0
,Giant Wheel,ATTR,2018-01-11 10:00:00.000,2018-01-11 19:00:00.000,2018-01-12 08:42:41.000,2018-01-11,0,0
,Swing Ride,ATTR,2018-01-11 08:30:00.000,2018-01-11 18:16:00.000,2018-01-12 08:38:56.000,2018-01-11,0,0
,Go-Karts,ATTR,2018-01-11 09:47:00.000,2018-01-11 19:08:00.000,2018-01-12 08:34:13.000,2018-01-11,0,0
Fermeture Réhab,Rapids Ride,ATTR,2018-01-11 23:59:00.000,2018-01-11 23:59:00.000,2018-01-12 08:39:36.000,2018-01-11,0,0
,Spiral Slide,ATTR,2018-01-11 08:30:00.000,2018-01-11 18:27:00.000,2018-01-12 08:44:06.000,2018-01-11,0,0
,PortAventura World,PARK,2018-01-11 08:30:00.000,2018-01-11 09:30:00.000,2018-01-12 08:48:52.000,2018-01-11,0,0
,Dizzy Dropper,ATTR,2018-01-12 08:30:00.000,2018-01-12 18:11:00.000,2018-01-13 09:31:19.000,2018-01-12,0,0
Fermeture Réhab,Superman Ride,ATTR,2018-01-12 23:59:00.000,2018-01-12 23:59:00.000,2018-01-13 09:42:44.000,2018-01-12,0,0
,Water Ride,ATTR,2018-01-12 10:00:00.000,2018-01-12 18:07:00.000,2018-01-13 09:31:19.000,2018-01-12,0,0
,Circus Train,ATTR,2018-01-12 09:45:00.000,2018-01-12 17:00:00.000,2018-01-13 09:42:26.000,2018-01-12,0,0
,Giga Coaster,ATTR,2018-01-12 10:00:00.000,2018-01-12 18:00:00.000,2018-01-13 09:42:26.000,2018-01-12,0,0
,Roller Coaster,ATTR,2018-01-12 10:00:00.000,2018-01-12 18:12:00.000,2018-01-13 09:14:26.000,2018-01-12,0,0
Fermeture Réhab,Merry Go Round,ATTR,2018-01-12 23:59:00.000,2018-01-12 23:59:00.000,2018-01-13 09:42:44.000,2018-01-12,0,0
,Crazy Dance,ATTR,2018-01-12 10:00:00.000,2018-01-12 19:00:00.000,2018-01-13 08:57:40.000,2018-01-12,0,0
Fermeture Réhab,Kiddie Coaster,ATTR,2018-01-12 23:59:00.000,2018-01-12 23:59:00.000,2018-01-13 09:42:26.000,2018-01-12,0,0
,Himalaya Ride,ATTR,2018-01-12 09:57:00.000,2018-01-12 19:00:00.000,2018-01-13 09:15:36.000,2018-01-12,0,0
,Zipline,ATTR,2018-01-12 09:32:00.000,2018-01-12 19:15:00.000,2018-01-13 09:15:36.000,2018-01-12,0,0
,Swing Ride,ATTR,2018-01-12 08:30:00.000,2018-01-12 18:22:00.000,2018-01-13 09:31:19.000,2018-01-12,0,0
,PortAventura World,PARK,2018-01-12 08:30:00.000,2018-01-12 09:30:00.000,2018-01-13 09:45:54.000,2018-01-12,0,0
,Free Fall,ATTR,2018-01-12 10:00:00.000,2018-01-12 18:03:00.000,2018-01-13 09:43:02.000,2018-01-12,0,0
,Go-Karts,ATTR,2018-01-12 09:34:00.000,2018-01-12 19:00:00.000,2018-01-13 09:14:26.000,2018-01-12,0,0
,Spinning Coaster,ATTR,2018-01-12 09:37:00.000,2018-01-12 19:00:00.000,2018-01-13 09:14:26.000,2018-01-12,0,0
,Giant Wheel,ATTR,2018-01-12 09:35:00.000,2018-01-12 19:00:00.000,2018-01-13 09:42:44.000,2018-01-12,0,0
,Spiral Slide,ATTR,2018-01-12 08:30:00.000,2018-01-12 18:33:00.000,2018-01-13 09:43:02.000,2018-01-12,0,0
,Oz Theatre,ATTR,2018-01-12 11:00:00.000,2018-01-12 17:00:00.000,2018-01-13 09:14:26.000,2018-01-12,0,0
,PortAventura World,PARK,2018-01-12 10:00:00.000,2018-01-12 19:00:00.000,2018-01-13 09:45:54.000,2018-01-12,0,0
,Haunted House,ATTR,2018-01-12 10:00:00.000,2018-01-12 17:55:00.000,2018-01-13 09:31:19.000,2018-01-12,0,0
,Bumper Cars,ATTR,2018-01-12 08:30:00.000,2018-01-12 18:13:00.000,2018-01-13 09:42:26.000,2018-01-12,0,0
Fermeture Réhab,Rapids Ride,ATTR,2018-01-12 23:59:00.000,2018-01-12 23:59:00.000,2018-01-13 09:42:26.000,2018-01-12,0,0
,Bungee Jump,ATTR,2018-01-12 09:41:00.000,2018-01-12 19:07:00.000,2018-01-13 08:57:40.000,2018-01-12,0,0
,Drop Tower,ATTR,2018-01-12 08:30:00.000,2018-01-12 18:13:00.000,2018-01-13 09:31:19.000,2018-01-12,0,0
,Flying Coaster,ATTR,2018-01-12 10:00:00.000,2018-01-12 19:15:00.000,2018-01-13 08:57:40.000,2018-01-12,0,0
,Inverted Coaster,ATTR,2018-01-12 10:00:00.000,2018-01-12 17:00:00.000,2018-01-13 09:42:44.000,2018-01-12,0,0
Fermeture Réhab,Rapids Ride,ATTR,2018-01-13 23:59:00.000,2018-01-13 23:59:00.000,2018-01-14 08:29:05.000,2018-01-13,0,1
Fermeture Réhab,Superman Ride,ATTR,2018-01-13 23:59:00.000,2018-01-13 23:59:00.000,2018-01-14 08:29:07.000,2018-01-13,0,1
,Giant Wheel,ATTR,2018-01-13 09:34:00.000,2018-01-13 21:18:00.000,2018-01-14 08:29:07.000,2018-01-13,0,1
,Swing Ride,ATTR,2018-01-13 08:30:00.000,2018-01-13 20:15:00.000,2018-01-14 08:29:04.000,2018-01-13,0,1
,Zipline,ATTR,2018-01-13 09:26:00.000,2018-01-13 21:11:00.000,2018-01-14 08:29:03.000,2018-01-13,0,1
,Haunted House,ATTR,2018-01-13 09:43:00.000,2018-01-13 19:53:00.000,2018-01-14 08:29:04.000,2018-01-13,0,1
,Bungee Jump,ATTR,2018-01-13 10:00:00.000,2018-01-13 21:03:00.000,2018-01-14 08:29:00.000,2018-01-13,0,1
,PortAventura World,PARK,2018-01-13 08:30:00.000,2018-01-13 09:30:00.000,2018-01-14 08:29:13.000,2018-01-13,0,1
,Flying Coaster,ATTR,2018-01-13 10:00:00.000,2018-01-13 21:00:00.000,2018-01-14 08:29:00.000,2018-01-13,0,1
,Drop Tower,ATTR,2018-01-13 08:30:00.000,2018-01-13 20:00:00.000,2018-01-14 08:29:04.000,2018-01-13,0,1
,Water Ride,ATTR,2018-01-13 10:00:00.000,2018-01-13 20:11:00.000,2018-01-14 08:29:04.000,2018-01-13,0,1
,PortAventura World,PARK,2018-01-13 10:00:00.000,2018-01-13 21:00:00.000,2018-01-14 08:29:13.000,2018-01-13,0,1
,Roller Coaster,ATTR,2018-01-13 10:00:00.000,2018-01-13 18:09:00.000,2018-01-14 08:29:01.000,2018-01-13,0,1
,Dizzy Dropper,ATTR,2018-01-13 08:30:00.000,2018-01-13 20:00:00.000,2018-01-14 08:29:04.000,2018-01-13,0,1
Fermeture Réhab,Merry Go Round,ATTR,2018-01-13 23:59:00.000,2018-01-13 23:59:00.000,2018-01-14 08:29:07.000,2018-01-13,0,1
,Bumper Cars,ATTR,2018-01-13 08:30:00.000,2018-01-13 20:06:00.000,2018-01-14 08:29:05.000,2018-01-13,0,1
,Crazy Dance,ATTR,2018-01-13 09:33:00.000,2018-01-13 21:00:00.000,2018-01-14 08:29:00.000,2018-01-13,0,1
Fermeture Réhab,Kiddie Coaster,ATTR,2018-01-13 23:59:00.000,2018-01-13 23:59:00.000,2018-01-14 08:29:05.000,2018-01-13,0,1
,Giga Coaster,ATTR,2018-01-13 09:33:00.000,2018-01-13 20:00:00.000,2018-01-14 08:29:05.000,2018-01-13,0,1
,Inverted Coaster,ATTR,2018-01-13 09:44:00.000,2018-01-13 17:00:00.000,2018-01-14 08:29:07.000,2018-01-13,0,1
,Free Fall,ATTR,2018-01-13 10:00:00.000,2018-01-13 17:59:00.000,2018-01-14 08:29:08.000,2018-01-13,0,1
,Go-Karts,ATTR,2018-01-13 09:45:00.000,2018-01-13 21:13:00.000,2018-01-14 08:29:01.000,2018-01-13,0,1
,Himalaya Ride,ATTR,2018-01-13 09:30:00.000,2018-01-13 21:00:00.000,2018-01-14 08:29:03.000,2018-01-13,0,1
,Oz Theatre,ATTR,2018-01-13 11:00:00.000,2018-01-13 17:00:00.000,2018-01-14 08:29:01.000,2018-01-13,0,1
,Spiral Slide,ATTR,2018-01-13 08:30:00.000,2018-01-13 18:18:00.000,2018-01-14 08:29:08.000,2018-01-13,0,1
,Spinning Coaster,ATTR,2018-01-13 09:31:00.000,2018-01-13 21:12:00.000,2018-01-14 08:29:01.000,2018-01-13,0,1
,Circus Train,ATTR,2018-01-13 09:28:00.000,2018-01-13 17:00:00.000,2018-01-14 08:29:05.000,2018-01-13,0,1
Fermeture Réhab,Superman Ride,ATTR,2018-01-14 23:59:00.000,2018-01-14 23:59:00.000,2018-01-15 08:49:30.000,2018-01-14,0,1
,Circus Train,ATTR,2018-01-14 09:52:00.000,2018-01-14 17:14:00.000,2018-01-15 08:49:29.000,2018-01-14,0,1
,Haunted House,ATTR,2018-01-14 09:54:00.000,2018-01-14 18:52:00.000,2018-01-15 08:49:27.000,2018-01-14,0,1
,Bungee Jump,ATTR,2018-01-14 10:00:00.000,2018-01-14 20:07:00.000,2018-01-15 08:49:23.000,2018-01-14,0,1
,Giga Coaster,ATTR,2018-01-14 09:14:00.000,2018-01-14 19:10:00.000,2018-01-15 08:49:29.000,2018-01-14,0,1
Fermeture Réhab,Kiddie Coaster,ATTR,2018-01-14 23:59:00.000,2018-01-14 23:59:00.000,2018-01-15 08:49:29.000,2018-01-14,0,1
,Giant Wheel,ATTR,2018-01-14 09:48:00.000,2018-01-14 20:14:00.000,2018-01-15 08:49:30.000,2018-01-14,0,1
,Zipline,ATTR,2018-01-14 09:33:00.000,2018-01-14 20:13:00.000,2018-01-15 08:49:25.000,2018-01-14,0,1
,Inverted Coaster,ATTR,2018-01-14 10:00:00.000,2018-01-14 17:38:00.000,2018-01-15 08:49:30.000,2018-01-14,0,1
Fermeture Réhab,Rapids Ride,ATTR,2018-01-14 23:59:00.000,2018-01-14 23:59:00.000,2018-01-15 08:49:29.000,2018-01-14,0,1
Fermeture Réhab,Merry Go Round,ATTR,2018-01-14 23:59:00.000,2018-01-14 23:59:00.000,2018-01-15 08:49:30.000,2018-01-14,0,1
,Oz Theatre,ATTR,2018-01-14 10:46:00.000,2018-01-14 17:00:00.000,2018-01-15 08:49:24.000,2018-01-14,0,1
,Drop Tower,ATTR,2018-01-14 08:30:00.000,2018-01-14 19:24:00.000,2018-01-15 08:49:27.000,2018-01-14,0,1
,Roller Coaster,ATTR,2018-01-14 10:00:00.000,2018-01-14 17:59:00.000,2018-01-15 08:49:24.000,2018-01-14,0,1
,PortAventura World,PARK,2018-01-14 10:00:00.000,2018-01-14 20:00:00.000,2018-01-15 08:49:37.000,2018-01-14,0,1
,Spinning Coaster,ATTR,2018-01-14 09:35:00.000,2018-01-14 20:10:00.000,2018-01-15 08:49:24.000,2018-01-14,0,1
,Dizzy Dropper,ATTR,2018-01-14 08:30:00.000,2018-01-14 19:14:00.000,2018-01-15 08:49:27.000,2018-01-14,0,1
,Water Ride,ATTR,2018-01-14 10:00:00.000,2018-01-14 19:00:00.000,2018-01-15 08:49:27.000,2018-01-14,0,1
,Crazy Dance,ATTR,2018-01-14 10:00:00.000,2018-01-14 20:00:00.000,2018-01-15 08:49:23.000,2018-01-14,0,1
,Himalaya Ride,ATTR,2018-01-14 09:44:00.000,2018-01-14 20:00:00.000,2018-01-15 08:49:25.000,2018-01-14,0,1
,Bumper Cars,ATTR,2018-01-14 08:30:00.000,2018-01-14 19:09:00.000,2018-01-15 08:49:29.000,2018-01-14,0,1
,Free Fall,ATTR,2018-01-14 10:00:00.000,2018-01-14 17:44:00.000,2018-01-15 08:49:31.000,2018-01-14,0,1
,Flying Coaster,ATTR,2018-01-14 10:00:00.000,2018-01-14 20:13:00.000,2018-01-15 08:49:23.000,2018-01-14,0,1
,Spiral Slide,ATTR,2018-01-14 08:30:00.000,2018-01-14 18:29:00.000,2018-01-15 08:49:31.000,2018-01-14,0,1
,Go-Karts,ATTR,2018-01-14 09:53:00.000,2018-01-14 20:12:00.000,2018-01-15 08:49:24.000,2018-01-14,0,1
,PortAventura World,PARK,2018-01-14 08:30:00.000,2018-01-14 09:30:00.000,2018-01-15 08:49:37.000,2018-01-14,0,1
,Swing Ride,ATTR,2018-01-14 08:30:00.000,2018-01-14 19:20:00.000,2018-01-15 08:49:27.000,2018-01-14,0,1
,Dizzy Dropper,ATTR,2018-01-15 08:30:00.000,2018-01-15 18:04:00.000,2018-01-16 08:29:18.000,2018-01-15,0,0
,Zipline,ATTR,2018-01-15 09:20:00.000,2018-01-15 19:08:00.000,2018-01-16 08:29:16.000,2018-01-15,0,0
,Go-Karts,ATTR,2018-01-15 10:00:00.000,2018-01-15 20:21:00.000,2018-01-16 08:29:15.000,2018-01-15,0,0
,PortAventura World,PARK,2018-01-15 10:00:00.000,2018-01-15 19:00:00.000,2018-01-16 08:29:28.000,2018-01-15,0,0
,Haunted House,ATTR,2018-01-15 10:00:00.000,2018-01-15 17:50:00.000,2018-01-16 08:29:18.000,2018-01-15,0,0
,Drop Tower,ATTR,2018-01-15 08:30:00.000,2018-01-15 18:05:00.000,2018-01-16 08:29:18.000,2018-01-15,0,0
,Water Ride,ATTR,2018-01-15 10:00:00.000,2018-01-15 18:03:00.000,2018-01-16 08:29:18.000,2018-01-15,0,0
,Bungee Jump,ATTR,2018-01-15 09:28:00.000,2018-01-15 19:01:00.000,2018-01-16 08:29:14.000,2018-01-15,0,0
,Bumper Cars,ATTR,2018-01-15 08:30:00.000,2018-01-15 18:11:00.000,2018-01-16 08:29:20.000,2018-01-15,0,0
,Circus Train,ATTR,2018-01-15 09:52:00.000,2018-01-15 17:14:00.000,2018-01-16 08:29:20.000,2018-01-15,0,0
Fermeture Réhab,Merry Go Round,ATTR,2018-01-15 23:59:00.000,2018-01-15 23:59:00.000,2018-01-16 08:29:21.000,2018-01-15,0,0
,Swing Ride,ATTR,2018-01-15 08:30:00.000,2018-01-15 18:14:00.000,2018-01-16 08:29:18.000,2018-01-15,0,0
,Spiral Slide,ATTR,2018-01-15 08:30:00.000,2018-01-15 18:24:00.000,2018-01-16 08:29:22.000,2018-01-15,0,0
,Roller Coaster,ATTR,2018-01-15 10:00:00.000,2018-01-15 18:06:00.000,2018-01-16 08:29:15.000,2018-01-15,0,0
,Oz Theatre,ATTR,2018-01-15 11:00:00.000,2018-01-15 17:22:00.000,2018-01-16 08:29:15.000,2018-01-15,0,0
,Himalaya Ride,ATTR,2018-01-15 10:00:00.000,2018-01-15 19:09:00.000,2018-01-16 08:29:16.000,2018-01-15,0,0
,Giant Wheel,ATTR,2018-01-15 09:27:00.000,2018-01-15 19:10:00.000,2018-01-16 08:29:21.000,2018-01-15,0,0
